類別,雜訊字詞,出現次數
6_電話,0988-053-213,2
6_電話,0982577043,2
6_電話,0933-172787,2
6_電話,0958798666,2
6_電話,0913566900,2
6_電話,0989259583,2
6_電話,0912311886,2
6_電話,#2026,2
6_電話,0913-620226,2
6_電話,0966387982,2
6_電話,07-3520598,2
6_電話,0989558122,2
6_電話,0911-700-103,2
6_電話,0936963833,2
6_電話,0909453188,2
6_電話,0965-376-998,2
6_電話,0931130913,2
6_電話,07-2239292,2
6_電話,0968222835,2
6_電話,0965106969,2
6_電話,0988370018,2
6_電話,0939-615-831,2
6_電話,0936816433,2
6_電話,0982-600-032,2
6_電話,0909-036-579,2
6_電話,0955825680,2
6_電話,0963-355-721,2
6_電話,0987-680531,2
6_電話,0918657930,2
6_電話,0930-367-292,2
6_電話,0917-656-539,2
6_電話,07-3752033,2
6_電話,0920-299-766,2
6_電話,0926590730,2
6_電話,0932136025,2
6_電話,0975707989,2
6_電話,0926956689,2
6_電話,0981539739,2
6_電話,0966558203,2
6_電話,0980379789,2
6_電話,0989-340-222,2
6_電話,0910 012 213,2
6_電話,0953808636,2
6_電話,0960717219,2
6_電話,0901002510,2
6_電話,07-7963775,2
6_電話,0973833750,2
6_電話,0928-811-449,2
6_電話,0963369176,2
6_電話,0936207812,2
6_電話,0970549994,2
6_電話,07-7335158,2
6_電話,0953-371-229,2
6_電話,0927362616,2
6_電話,0926080683,2
6_電話,(02)8985-3028,2
6_電話,0921-709-621,2
6_電話,(02)8970-4391,2
6_電話,0983-886-375,2
6_電話,0987-290-034,2
6_電話,0932-298261,2
6_電話,(03)475-6310,2
6_電話,0987-860-522,2
6_電話,0938-967-160,2
6_電話,0935-275-562,2
6_電話,0905-806577,2
6_電話,0989-774-778,2
6_電話,0970-164-545,2
6_電話,0937-109-982,2
6_電話,0912516182,2
6_電話,0983-515-722,2
6_電話,0938802669,2
6_電話,0912368561,2
6_電話,0931-085-959,2
6_電話,0931507089,2
6_電話,0938-721-605,2
6_電話,0905082160,2
6_電話,0932892242,2
6_電話,0917087921,2
6_電話,0989717608,2
6_電話,0988-767-657,2
6_電話,0934-017-986,2
6_電話,0919-715053,2
6_電話,0901-288-654,2
6_電話,0935570281,2
6_電話,0933172787,2
6_電話,#256,2
6_電話,(02)2577-8747,2
6_電話,0918-323-743,2
6_電話,0929-833-297,2
6_電話,0938-514-518,2
6_電話,0931257259,2
6_電話,000000041687,2
6_電話,000000041703,2
6_電話,0976-553711,2
6_電話,0928621373,2
6_電話,0978003207,2
6_電話,0972785651,2
6_電話,0912810957,2
6_電話,(02)2786-5566,1
6_電話,033075111,1
6_電話,(02)2900-9622,1
6_電話,(03)411-6766,1
6_電話,07-7197-926,1
6_電話,06-2519999,1
6_電話,06-2591969,1
6_電話,02-8295-1802,1
6_電話,(02)2263-0937,1
6_電話,(02)2794-0408,1
6_電話,04-26565895,1
6_電話,(05)2687-907,1
6_電話,(03)3298-887,1
6_電話,00-26050603,1
6_電話,02-2794-9911,1
6_電話,03-4351184,1
6_電話,036 0955-968,1
6_電話,0955-968-778,1
6_電話,(03)7743-036,1
6_電話,03-3327446,1
6_電話,03-3336232,1
6_電話,(06)2212-022,1
6_電話,05-5860090,1
6_電話,(03)3816688,1
6_電話,066890712,1
6_電話,06-5999799,1
6_電話,02-86772315,1
6_電話,03-4993019,1
6_電話,#107,1
6_電話,07-3736-950,1
6_電話,049-2985777,1
6_電話,03-4779659,1
6_電話,05-2601668,1
6_電話,00000065,1
6_電話,08-8668868,1
6_電話,(04)8236-460,1
6_電話,(02)2619-4730,1
6_電話,(02)2299-3612,1
6_電話,03-3837011,1
6_電話,(04)2252-1732,1
6_電話,01000900,1
6_電話,(06)5858837,1
6_電話,02-26597266,1
6_電話,(07)7336-896,1
6_電話,(02)2226-6231,1
6_電話,06-3316367,1
6_電話,04-23365525,1
6_電話,(07)7105-592,1
6_電話,00000189,1
6_電話,#40,1
6_電話,02-25942177,1
6_電話,03-3711788,1
6_電話,07-7491120,1
6_電話,07-5560088,1
6_電話,(02)2433-6109,1
6_電話,(03)5263-272,1
6_電話,00000108,1
6_電話,00000188,1
6_電話,00000016,1
6_電話,(06)6622-190,1
6_電話,03-4907879,1
6_電話,(06)2728-1111,1
6_電話,03-9287700,1
6_電話,08-7894010,1
6_電話,(05)7850697,1
6_電話,03-4755151,1
6_電話,分機216,1
6_電話,06-2724315,1
6_電話,(04)2229-2353,1
6_電話,06-2708368,1
6_電話,#45,1
6_電話,(03)332-8366,1
6_電話,(02)2339-3338,1
6_電話,04-23808332,1
6_電話,035556999,1
6_電話,07-3903651,1
6_電話,(06)5899-477,1
6_電話,02-2994870,1
6_電話,02-22269477,1
6_電話,(02)2703-9001,1
6_電話,000-26033001,1
6_電話,01300-2604,1
6_電話,01300-2606,1
6_電話,02-86852209,1
6_電話,07-7925815,1
6_電話,(02)8630-3333,1
6_電話,07-3617189,1
6_電話,04-23808425,1
6_電話,#43,1
6_電話,(02)2255-9225,1
6_電話,(02)8976-9234,1
6_電話,03-2127900,1
6_電話,03-5995157,1
6_電話,00-26070102,1
6_電話,00-26062201,1
6_電話,00-26031201,1
6_電話,00-26061502,1
6_電話,00000010,1
6_電話,00000130,1
6_電話,(02)2782-0736,1
6_電話,03-950-5888,1
6_電話,03-2717880,1
6_電話,00-26050801,1
6_電話,0000-26051501,1
6_電話,00000170,1
6_電話,07-7919181,1
6_電話,(02)3234-8801,1
6_電話,07-6974185,1
6_電話,#18,1
6_電話,08000-2605,1
6_電話,(02)2822-0909,1
6_電話,(03)3238398,1
6_電話,(04)7271-468,1
6_電話,06-3303892,1
6_電話,02-22628853,1
6_電話,(02)2721-9011,1
6_電話,(02)8665-9872,1
6_電話,03-4756310,1
6_電話,00000161,1
6_電話,00000089,1
6_電話,00000026,1
6_電話,00000045,1
6_電話,00000175,1
6_電話,00000119,1
6_電話,00000184,1
6_電話,00000185,1
6_電話,00000182,1
6_電話,00000183,1
6_電話,00000001,1
6_電話,00000164,1
6_電話,00000111,1
6_電話,(02)2960-2748,1
6_電話,04-8880888,1
6_電話,(04)2381-4317,1
6_電話,(07)6123-878,1
6_電話,(05)5575-381,1
6_電話,00000190,1
6_電話,00000150,1
6_電話,00000003,1
6_電話,06-2612783,1
6_電話,00-2504101,1
6_電話,(06)2025-586,1
6_電話,0000-120000,1
6_電話,(02)2636-5151,1
6_電話,(02)2708-3110,1
6_電話,04-24365292,1
6_電話,03 366 1518,1
6_電話,00-26051101,1
6_電話,00000172,1
6_電話,000000041679,1
6_電話,000000041672,1
6_電話,000000041744,1
6_電話,05-2377057,1
6_電話,(07)710-5592,1
6_電話,#102,1
6_電話,05-2288007,1
7_廠商內部編號,40000,280
7_廠商內部編號,45000,232
7_廠商內部編號,38000,155
7_廠商內部編號,50000,138
7_廠商內部編號,35000,124
7_廠商內部編號,42000,113
7_廠商內部編號,36000,112
7_廠商內部編號,2026,95
7_廠商內部編號,48000,95
7_廠商內部編號,30000,95
7_廠商內部編號,41000,92
7_廠商內部編號,R00000004,92
7_廠商內部編號,0000000416,89
7_廠商內部編號,32000,74
7_廠商內部編號,2000,73
7_廠商內部編號,43000,69
7_廠商內部編號,20400,69
7_廠商內部編號,44000,66
7_廠商內部編號,18000,66
7_廠商內部編號,2300,65
7_廠商內部編號,3000,63
7_廠商內部編號,46000,61
7_廠商內部編號,52000,54
7_廠商內部編號,60000,54
7_廠商內部編號,33000,53
7_廠商內部編號,10000,53
7_廠商內部編號,39000,51
7_廠商內部編號,5000,48
7_廠商內部編號,37000,48
7_廠商內部編號,1800,47
7_廠商內部編號,(RJA),45
7_廠商內部編號,47000,42
7_廠商內部編號,34000,40
7_廠商內部編號,1000,38
7_廠商內部編號,(02),37
7_廠商內部編號,29500,37
7_廠商內部編號,(03),36
7_廠商內部編號,55000,32
7_廠商內部編號,2500,30
7_廠商內部編號,(PT),29
7_廠商內部編號,1600,26
7_廠商內部編號,1700,23
7_廠商內部編號,45500,22
7_廠商內部編號,0932,21
7_廠商內部編號,A11,21
7_廠商內部編號,317317,21
7_廠商內部編號,0963,20
7_廠商內部編號,J1000,20
7_廠商內部編號,6000,19
7_廠商內部編號,T8322,19
7_廠商內部編號,8322,19
7_廠商內部編號,68000,19
7_廠商內部編號,49000,18
7_廠商內部編號,17800,18
7_廠商內部編號,70000,17
7_廠商內部編號,S570,17
7_廠商內部編號,(TCM),16
7_廠商內部編號,2200,16
7_廠商內部編號,(288H),16
7_廠商內部編號,31000,16
7_廠商內部編號,(TCL1),16
7_廠商內部編號,H200,15
7_廠商內部編號,(04),14
7_廠商內部編號,(H200),14
7_廠商內部編號,51000,14
7_廠商內部編號,2025,14
7_廠商內部編號,53000,13
7_廠商內部編號,3500,13
7_廠商內部編號,7007,13
7_廠商內部編號,35155,13
7_廠商內部編號,OCS330,13
7_廠商內部編號,37500,12
7_廠商內部編號,80000,12
7_廠商內部編號,0910,12
7_廠商內部編號,0938721605,12
7_廠商內部編號,15000,12
7_廠商內部編號,0933,11
7_廠商內部編號,A13,11
7_廠商內部編號,1900,11
7_廠商內部編號,0706,11
7_廠商內部編號,D100,11
7_廠商內部編號,(PM),11
7_廠商內部編號,E200,11
7_廠商內部編號,22332553,11
7_廠商內部編號,0987,10
7_廠商內部編號,2400,10
7_廠商內部編號,7100,10
7_廠商內部編號,M100,10
7_廠商內部編號,E3000,10
7_廠商內部編號,(276H),10
7_廠商內部編號,(E200),10
7_廠商內部編號,4000,9
7_廠商內部編號,12000,9
7_廠商內部編號,75000,9
7_廠商內部編號,38500,9
7_廠商內部編號,1500,9
7_廠商內部編號,0935,9
7_廠商內部編號,J100,9
7_廠商內部編號,(07),9
7_廠商內部編號,W12,9
7_廠商內部編號,V200,9
7_廠商內部編號,0911376568,9
7_廠商內部編號,(WINDOWS),9
7_廠商內部編號,R300,8
7_廠商內部編號,0919,8
7_廠商內部編號,(HR),8
7_廠商內部編號,8000,8
7_廠商內部編號,(14),8
7_廠商內部編號,H2000,8
7_廠商內部編號,L15,8
7_廠商內部編號,44476,8
7_廠商內部編號,39500,8
7_廠商內部編號,A14,8
7_廠商內部編號,W400,8
7_廠商內部編號,2800,8
7_廠商內部編號,0976052740,8
7_廠商內部編號,0927,8
7_廠商內部編號,M500,8
7_廠商內部編號,0986532530,8
7_廠商內部編號,R100,8
7_廠商內部編號,1111,8
7_廠商內部編號,U100,8
7_廠商內部編號,F100,8
7_廠商內部編號,(F100),8
7_廠商內部編號,Y000,8
7_廠商內部編號,4791537,8
7_廠商內部編號,0982433500,8
7_廠商內部編號,0956888500,8
7_廠商內部編號,S571,8
7_廠商內部編號,(RJB),7
7_廠商內部編號,34200,7
7_廠商內部編號,41500,7
7_廠商內部編號,0983,7
7_廠商內部編號,2700,7
7_廠商內部編號,45480,7
7_廠商內部編號,E300,7
7_廠商內部編號,0985468847,7
7_廠商內部編號,N00,7
7_廠商內部編號,(W400),7
7_廠商內部編號,65000,7
7_廠商內部編號,43500,7
7_廠商內部編號,W000,7
7_廠商內部編號,B000,7
7_廠商內部編號,(HPC),7
7_廠商內部編號,(M500),7
7_廠商內部編號,T202,7
7_廠商內部編號,S100,7
7_廠商內部編號,M300,7
7_廠商內部編號,D400,7
7_廠商內部編號,(D400),7
7_廠商內部編號,K100,7
7_廠商內部編號,(K100),7
7_廠商內部編號,C07,7
7_廠商內部編號,M200,7
7_廠商內部編號,D300,7
7_廠商內部編號,F18,7
7_廠商內部編號,(NTV),7
7_廠商內部編號,S32,7
7_廠商內部編號,EMA10,7
7_廠商內部編號,U400,7
7_廠商內部編號,(550V200),7
7_廠商內部編號,(RM),7
7_廠商內部編號,H70,6
7_廠商內部編號,(05),6
7_廠商內部編號,90000,6
7_廠商內部編號,F22,6
7_廠商內部編號,C14,6
7_廠商內部編號,A10,6
7_廠商內部編號,(E300),6
7_廠商內部編號,61000,6
7_廠商內部編號,(06),6
7_廠商內部編號,43600,6
7_廠商內部編號,C0706,6
7_廠商內部編號,(B000),6
7_廠商內部編號,0931,6
7_廠商內部編號,45600,6
7_廠商內部編號,0800,6
7_廠商內部編號,G200,6
7_廠商內部編號,3840,6
7_廠商內部編號,0929,6
7_廠商內部編號,S200,6
7_廠商內部編號,C200,6
7_廠商內部編號,B08,6
7_廠商內部編號,(FAE),6
7_廠商內部編號,(India),6
7_廠商內部編號,H15,6
7_廠商內部編號,(DBA),6
7_廠商內部編號,L100,6
7_廠商內部編號,S560,6
7_廠商內部編號,S606,6
7_廠商內部編號,A01,6
7_廠商內部編號,H000,6
7_廠商內部編號,(D300),6
7_廠商內部編號,D4000,6
7_廠商內部編號,(HJC),6
7_廠商內部編號,43100,6
7_廠商內部編號,2027,6
7_廠商內部編號,C300,6
7_廠商內部編號,(C300),6
7_廠商內部編號,0982,6
7_廠商內部編號,(J100),6
7_廠商內部編號,46500,6
7_廠商內部編號,(IMC),6
7_廠商內部編號,J400,6
7_廠商內部編號,E100,6
7_廠商內部編號,GIT100,6
7_廠商內部編號,(0Y000),6
7_廠商內部編號,47520,6
7_廠商內部編號,(Hsinchu),6
7_廠商內部編號,0901,6
7_廠商內部編號,PARK259,5
7_廠商內部編號,100000,5
7_廠商內部編號,1167,5
7_廠商內部編號,0926,5
7_廠商內部編號,(SD),5
7_廠商內部編號,0913,5
7_廠商內部編號,1680,5
7_廠商內部編號,1300,5
7_廠商內部編號,0939,5
7_廠商內部編號,A19,5
7_廠商內部編號,(8H),5
7_廠商內部編號,7800,5
7_廠商內部編號,(GA),5
7_廠商內部編號,0955,5
7_廠商內部編號,2100,5
7_廠商內部編號,4500,5
7_廠商內部編號,32600,5
7_廠商內部編號,ST19,5
7_廠商內部編號,(50),5
7_廠商內部編號,34500,5
7_廠商內部編號,43200,5
7_廠商內部編號,58000,5
7_廠商內部編號,(RTA),5
7_廠商內部編號,33500,5
7_廠商內部編號,0938,5
7_廠商內部編號,Q500,5
7_廠商內部編號,(Q500),5
7_廠商內部編號,(G200),5
7_廠商內部編號,8818,5
7_廠商內部編號,0983285687,5
7_廠商內部編號,(M100),5
7_廠商內部編號,tage15,5
7_廠商內部編號,N200,5
7_廠商內部編號,(N200),5
7_廠商內部編號,B14,5
7_廠商內部編號,B01,5
7_廠商內部編號,F71,5
7_廠商內部編號,F400,5
7_廠商內部編號,(F400),5
7_廠商內部編號,T000,5
7_廠商內部編號,0981,5
7_廠商內部編號,SF000,5
7_廠商內部編號,(M300),5
7_廠商內部編號,Mega50,5
7_廠商內部編號,0100,5
7_廠商內部編號,G44,5
7_廠商內部編號,E42,5
7_廠商內部編號,H100,5
7_廠商內部編號,(H100),5
7_廠商內部編號,0989,5
7_廠商內部編號,F600,5
7_廠商內部編號,(F600),5
7_廠商內部編號,S605,5
7_廠商內部編號,6691,5
7_廠商內部編號,(Contractor),5
7_廠商內部編號,K800,5
7_廠商內部編號,(K800),5
7_廠商內部編號,B200,5
7_廠商內部編號,(U400),5
7_廠商內部編號,(E100),5
7_廠商內部編號,(ESG),5
7_廠商內部編號,1231,5
7_廠商內部編號,24000,5
7_廠商內部編號,1200,4
7_廠商內部編號,0937,4
7_廠商內部編號,0903,4
7_廠商內部編號,54000,4
7_廠商內部編號,20000,4
7_廠商內部編號,R15,4
7_廠商內部編號,C000,4
7_廠商內部編號,(C000),4
7_廠商內部編號,(47K),4
7_廠商內部編號,C16,4
7_廠商內部編號,R121,4
7_廠商內部編號,45800,4
7_廠商內部編號,43900,4
7_廠商內部編號,(R1),4
7_廠商內部編號,32500,4
7_廠商內部編號,0980,4
7_廠商內部編號,62000,4
7_廠商內部編號,(HRBP),4
7_廠商內部編號,(W000),4
7_廠商內部編號,E39,4
7_廠商內部編號,0936,4
7_廠商內部編號,85000,4
7_廠商內部編號,50500,4
7_廠商內部編號,48400,4
7_廠商內部編號,35500,4
7_廠商內部編號,A203,4
7_廠商內部編號,0970,4
7_廠商內部編號,K24,4
7_廠商內部編號,1748,4
7_廠商內部編號,0955666970,4
7_廠商內部編號,F20,4
7_廠商內部編號,N100,4
7_廠商內部編號,B02,4
7_廠商內部編號,(Senior),4
7_廠商內部編號,(W2),4
7_廠商內部編號,29764468,4
7_廠商內部編號,(S100),4
7_廠商內部編號,M23005,4
7_廠商內部編號,23005,4
7_廠商內部編號,Q200,4
7_廠商內部編號,E000,4
7_廠商內部編號,J300,4
7_廠商內部編號,B16,4
7_廠商內部編號,B52,4
7_廠商內部編號,D000,4
7_廠商內部編號,30700,4
7_廠商內部編號,0911,4
7_廠商內部編號,0985420231,4
7_廠商內部編號,(550U100),4
7_廠商內部編號,23001,4
7_廠商內部編號,5592525,4
7_廠商內部編號,D31,4
7_廠商內部編號,J10,4
7_廠商內部編號,0916306077,4
7_廠商內部編號,M22002,4
7_廠商內部編號,22002,4
7_廠商內部編號,S500,4
7_廠商內部編號,A18,4
7_廠商內部編號,(PE),4
7_廠商內部編號,(33K),4
7_廠商內部編號,(U100),4
7_廠商內部編號,P100,4
7_廠商內部編號,(R100),4
7_廠商內部編號,319319,4
7_廠商內部編號,31449,4
7_廠商內部編號,（17K）,4
7_廠商內部編號,3627557,4
7_廠商內部編號,510405,4
7_廠商內部編號,S607,4
7_廠商內部編號,38100,4
7_廠商內部編號,F300,4
7_廠商內部編號,(F300),4
7_廠商內部編號,(J400),4
7_廠商內部編號,G78,4
7_廠商內部編號,C04C,4
7_廠商內部編號,8351,4
7_廠商內部編號,0918020279,4
7_廠商內部編號,PM17,3
7_廠商內部編號,M26031,3
7_廠商內部編號,26031,3
7_廠商內部編號,5513,3
7_廠商內部編號,47500,3
7_廠商內部編號,T100,3
7_廠商內部編號,0958755888,3
7_廠商內部編號,T01,3
7_廠商內部編號,0972273697,3
7_廠商內部編號,G400,3
7_廠商內部編號,4014332,3
7_廠商內部編號,T604,3
7_廠商內部編號,3300,3
7_廠商內部編號,B23,3
7_廠商內部編號,J031,3
7_廠商內部編號,1774,3
7_廠商內部編號,0931088809,3
7_廠商內部編號,0918323743,3
7_廠商內部編號,8734,3
7_廠商內部編號,2317,3
7_廠商內部編號,8880175,3
7_廠商內部編號,(M2),3
7_廠商內部編號,ADW170,3
7_廠商內部編號,40500,3
7_廠商內部編號,42331,3
7_廠商內部編號,R049,3
7_廠商內部編號,(FC),3
7_廠商內部編號,C063C,3
7_廠商內部編號,8257,3
7_廠商內部編號,0020,3
7_廠商內部編號,(RD),3
7_廠商內部編號,0973,3
7_廠商內部編號,581557,3
7_廠商內部編號,(JAVA),3
7_廠商內部編號,E21,3
7_廠商內部編號,0900,3
7_廠商內部編號,(FA),3
7_廠商內部編號,39252,3
7_廠商內部編號,E40,3
7_廠商內部編號,EMA30,3
7_廠商內部編號,B24,3
7_廠商內部編號,A05,3
7_廠商內部編號,(OI),3
7_廠商內部編號,0920,3
7_廠商內部編號,GAC50,3
7_廠商內部編號,0971,3
7_廠商內部編號,A004,3
7_廠商內部編號,A008,3
7_廠商內部編號,NT200,3
7_廠商內部編號,4779659,3
7_廠商內部編號,KTP1748,3
7_廠商內部編號,yc02,3
7_廠商內部編號,907583,3
7_廠商內部編號,3535449,3
7_廠商內部編號,933865,3
7_廠商內部編號,27000,3
7_廠商內部編號,0930891736,3
7_廠商內部編號,1400,3
7_廠商內部編號,8006,3
7_廠商內部編號,(N100),3
7_廠商內部編號,7309,3
7_廠商內部編號,44085,3
7_廠商內部編號,C24,3
7_廠商內部編號,0965,3
7_廠商內部編號,0903016168,3
7_廠商內部編號,130697,3
7_廠商內部編號,N000,3
7_廠商內部編號,2778788,3
7_廠商內部編號,12400,3
7_廠商內部編號,(J300),3
7_廠商內部編號,J000,3
7_廠商內部編號,B07,3
7_廠商內部編號,B05,3
7_廠商內部編號,B18,3
7_廠商內部編號,B04,3
7_廠商內部編號,B06,3
7_廠商內部編號,B13,3
7_廠商內部編號,B10,3
7_廠商內部編號,39100,3
7_廠商內部編號,F75E,3
7_廠商內部編號,(F75E),3
7_廠商內部編號,0918,3
7_廠商內部編號,G59,3
7_廠商內部編號,9000,3
7_廠商內部編號,AS400,3
7_廠商內部編號,JB027,3
7_廠商內部編號,0988525558,3
7_廠商內部編號,AP07,3
7_廠商內部編號,（PT),3
7_廠商內部編號,D23,3
7_廠商內部編號,0975,3
7_廠商內部編號,587219,3
7_廠商內部編號,H16,3
7_廠商內部編號,(D100),3
7_廠商內部編號,(D000),3
7_廠商內部編號,R200,3
7_廠商內部編號,1999,3
7_廠商內部編號,(1999),3
7_廠商內部編號,31500,3
7_廠商內部編號,A115,3
7_廠商內部編號,F68,3
7_廠商內部編號,C12P,3
7_廠商內部編號,GC04B,3
7_廠商內部編號,AM09,3
7_廠商內部編號,2221,3
7_廠商內部編號,1093,3
7_廠商內部編號,0960707268,3
7_廠商內部編號,U300,3
7_廠商內部編號,(U300),3
7_廠商內部編號,10105,3
7_廠商內部編號,(Taipei),3
7_廠商內部編號,(Evergreen),3
7_廠商內部編號,D26,3
7_廠商內部編號,900954,3
7_廠商內部編號,H300,3
7_廠商內部編號,(H300),3
7_廠商內部編號,0976439367,3
7_廠商內部編號,(Q200),3
7_廠商內部編號,4069,3
7_廠商內部編號,M26,3
7_廠商內部編號,(M26),3
7_廠商內部編號,F200,3
7_廠商內部編號,40800,3
7_廠商內部編號,M002,3
7_廠商內部編號,G500,3
7_廠商內部編號,S590,3
7_廠商內部編號,W100,3
7_廠商內部編號,(W100),3
7_廠商內部編號,MA00,3
7_廠商內部編號,2312131,3
7_廠商內部編號,(S500),3
7_廠商內部編號,P500,3
7_廠商內部編號,A0100,3
7_廠商內部編號,(A0100),3
7_廠商內部編號,(F2),3
7_廠商內部編號,5302,3
7_廠商內部編號,(35K),3
7_廠商內部編號,39200,3
7_廠商內部編號,V100,3
7_廠商內部編號,0908859752,3
7_廠商內部編號,500000,3
7_廠商內部編號,A000,3
7_廠商內部編號,E400,3
7_廠商內部編號,(E400),3
7_廠商內部編號,P400,3
7_廠商內部編號,S000,3
7_廠商內部編號,(S000),3
7_廠商內部編號,(B200),3
7_廠商內部編號,0928089713,3
7_廠商內部編號,A0706,3
7_廠商內部編號,76400,3
7_廠商內部編號,86662090,3
7_廠商內部編號,(Native),3
7_廠商內部編號,G800,3
7_廠商內部編號,(G800),3
7_廠商內部編號,1688,3
7_廠商內部編號,N300,3
7_廠商內部編號,(N300),3
7_廠商內部編號,R500,3
7_廠商內部編號,(Tainan),3
7_廠商內部編號,0982222233,3
7_廠商內部編號,R003,3
7_廠商內部編號,（ABSM),3
7_廠商內部編號,0000000417,3
7_廠商內部編號,1825,3
7_廠商內部編號,GAC40,2
7_廠商內部編號,14000,2
7_廠商內部編號,7200,2
7_廠商內部編號,M15,2
7_廠商內部編號,(M15),2
7_廠商內部編號,0932855021,2
7_廠商內部編號,41600,2
7_廠商內部編號,2991,2
7_廠商內部編號,6111,2
7_廠商內部編號,0500,2
7_廠商內部編號,0925,2
7_廠商內部編號,0912361132,2
7_廠商內部編號,0704,2
7_廠商內部編號,F26,2
7_廠商內部編號,(220),2
7_廠商內部編號,0979759019,2
7_廠商內部編號,D006,2
7_廠商內部編號,10500,2
7_廠商內部編號,2240,2
7_廠商內部編號,1760,2
7_廠商內部編號,2764,2
7_廠商內部編號,9708,2
7_廠商內部編號,0926945008,2
7_廠商內部編號,5777,2
7_廠商內部編號,0912348693,2
7_廠商內部編號,9576,2
7_廠商內部編號,1920,2
7_廠商內部編號,3862,2
7_廠商內部編號,2794,2
7_廠商內部編號,31600,2
7_廠商內部編號,S01,2
7_廠商內部編號,US2700,2
7_廠商內部編號,H67,2
7_廠商內部編號,036673333,2
7_廠商內部編號,５０００,2
7_廠商內部編號,J001,2
7_廠商內部編號,E11,2
7_廠商內部編號,Q13,2
7_廠商內部編號,D12,2
7_廠商內部編號,0926373551,2
7_廠商內部編號,59000,2
7_廠商內部編號,2332,2
7_廠商內部編號,0108,2
7_廠商內部編號,26279660,2
7_廠商內部編號,D91,2
7_廠商內部編號,K200,2
7_廠商內部編號,(MEMS),2
7_廠商內部編號,R093,2
7_廠商內部編號,M16,2
7_廠商內部編號,(M16),2
7_廠商內部編號,35200,2
7_廠商內部編號,44660,2
7_廠商內部編號,R062,2
7_廠商內部編號,D10,2
7_廠商內部編號,0700,2
7_廠商內部編號,(Buyer),2
7_廠商內部編號,A20,2
7_廠商內部編號,39360,2
7_廠商內部編號,14001,2
7_廠商內部編號,45001,2
7_廠商內部編號,CF680C,2
7_廠商內部編號,I12,2
7_廠商內部編號,I3501,2
7_廠商內部編號,3501,2
7_廠商內部編號,(R4),2
7_廠商內部編號,25000,2
7_廠商內部編號,23002,2
7_廠商內部編號,7844,2
7_廠商內部編號,33600,2
7_廠商內部編號,0976,2
7_廠商內部編號,38781,2
7_廠商內部編號,A001,2
7_廠商內部編號,7626512,2
7_廠商內部編號,H76,2
7_廠商內部編號,AM06,2
7_廠商內部編號,1850,2
7_廠商內部編號,M001,2
7_廠商內部編號,0624,2
7_廠商內部編號,S11505210,2
7_廠商內部編號,DC03,2
7_廠商內部編號,C04,2
7_廠商內部編號,111505,2
7_廠商內部編號,(Technician),2
7_廠商內部編號,48080,2
7_廠商內部編號,(NB),2
7_廠商內部編號,（18-23）,2
7_廠商內部編號,A403,2
7_廠商內部編號,36300,2
7_廠商內部編號,33120,2
7_廠商內部編號,R046,2
7_廠商內部編號,A013,2
7_廠商內部編號,A006,2
7_廠商內部編號,3008592,2
7_廠商內部編號,(3008592),2
7_廠商內部編號,L000,2
7_廠商內部編號,(L000),2
7_廠商內部編號,0972,2
7_廠商內部編號,G21,2
7_廠商內部編號,089168,2
7_廠商內部編號,055970688,2
7_廠商內部編號,0979,2
7_廠商內部編號,0978218830,2
7_廠商內部編號,2768885,2
7_廠商內部編號,0930,2
7_廠商內部編號,0958819832,2
7_廠商內部編號,536251,2
7_廠商內部編號,0911896773,2
7_廠商內部編號,0952578338,2
7_廠商內部編號,F11,2
7_廠商內部編號,310370,2
7_廠商內部編號,M400,2
7_廠商內部編號,(M400),2
7_廠商內部編號,5500,2
7_廠商內部編號,213903,2
7_廠商內部編號,(550J100),2
7_廠商內部編號,(12H),2
7_廠商內部編號,46200,2
7_廠商內部編號,B72,2
7_廠商內部編號,(HSG),2
7_廠商內部編號,(TH),2
7_廠商內部編號,U202,2
7_廠商內部編號,(U202),2
7_廠商內部編號,F101,2
7_廠商內部編號,(F101),2
7_廠商內部編號,6003,2
7_廠商內部編號,I300,2
7_廠商內部編號,(I300),2
7_廠商內部編號,0930176186,2
7_廠商內部編號,92000,2
7_廠商內部編號,(0N000),2
7_廠商內部編號,(US-based),2
7_廠商內部編號,0960,2
7_廠商內部編號,6231,2
7_廠商內部編號,CSN05,2
7_廠商內部編號,1605,2
7_廠商內部編號,(KTS_1605),2
7_廠商內部編號,(B2),2
7_廠商內部編號,C29,2
7_廠商內部編號,25358386,2
7_廠商內部編號,(C200),2
7_廠商內部編號,Park17,2
7_廠商內部編號,C001,2
7_廠商內部編號,(92),2
7_廠商內部編號,B20,2
7_廠商內部編號,B09,2
7_廠商內部編號,B21,2
7_廠商內部編號,B03,2
7_廠商內部編號,B15,2
7_廠商內部編號,A26,2
7_廠商內部編號,(IT),2
7_廠商內部編號,0928265645,2
7_廠商內部編號,0936334939,2
7_廠商內部編號,33110,2
7_廠商內部編號,(AutoCad),2
7_廠商內部編號,T8324,2
7_廠商內部編號,8324,2
7_廠商內部編號,338765,2
7_廠商內部編號,0201,2
7_廠商內部編號,0510,2
7_廠商內部編號,5003,2
7_廠商內部編號,B39,2
7_廠商內部編號,D008,2
7_廠商內部編號,K000,2
7_廠商內部編號,(K000),2
7_廠商內部編號,B33,2
7_廠商內部編號,3009747,2
7_廠商內部編號,(3009747),2
7_廠商內部編號,O5602,2
7_廠商內部編號,5602,2
7_廠商內部編號,1330,2
